Nom Gare;Code Gare;Type jour;Date;Annee;Ligne;Axe;Tranche horaire;Somme de Montants
ROSNY-BOIS-PERRIER;87113696;DIM;2022-03-20;2022;E;E;Avant 6h;31
PARIS-EST;87113001;DIM;2023-11-19;2023;P;P;De 16h à 20h;5021
PORTE-DE-CLICHY;87111278;SAM;2017-04-22;2017;C;C;De 6h à 10h;524
ORANGIS-BOIS-DE-L'EPINE;87681346;DIM;2024-03-03;2024;D;D;De 10h à 16h;649
ROSNY-BOIS-PERRIER;87113696;DIM;2022-03-20;2022;E;E;De 16h à 20h;2102
PARIS-EST;87113001;JOB;2023-09-19;2023;P;P;Après 20h;920
PORTE-DE-CLICHY;87111278;DIM;2017-04-23;2017;C;C;Après 20h;354
ORANGIS-BOIS-DE-L'EPINE;87681346;DIM;2024-03-03;2024;D;D;De 6h à 10h;281
ROSNY-BOIS-PERRIER;87113696;JOB;2022-03-22;2022;E;E;Après 20h;687
PARIS-EST;87113001;JOB;2023-09-19;2023;P;P;De 6h à 10h;752
PORTE-DE-CLICHY;87111278;JOB;2017-04-25;2017;C;C;De 6h à 10h;2689
ORANGIS-BOIS-DE-L'EPINE;87681346;JOB;2024-05-03;2024;D;D;Avant 6h;260
ROSNY-BOIS-PERRIER;87113696;JOB;2022-03-22;2022;E;E;De 10h à 16h;2122
PARIS-EST;87113001;JOB;2023-11-14;2023;P;P;Après 20h;3265
PRECY-SUR-OISE;87276410;SAM;2023-11-18;2023;H;H;Avant 6h;0
ORANGIS-BOIS-DE-L'EPINE;87681346;JOB;2024-05-03;2024;D;D;De 10h à 16h;1048
ROSNY-BOIS-PERRIER;87113696;JOB;2022-03-22;2022;E;E;De 16h à 20h;2412
PARIS-EST;87113001;JOB;2023-11-14;2023;P;P;De 16h à 20h;17655
PRECY-SUR-OISE;87276410;DIM;2023-11-19;2023;H;H;De 10h à 16h;12
ORGERUS-BEHOUST;87393447;SAM;2023-11-18;2023;N;N;De 6h à 10h;38
ROSNY-SOUS-BOIS;87113704;SAM;2022-03-19;2022;E;E;De 10h à 16h;2287
PARIS-GARE-DE-LYON;87686030;SAM;2024-02-03;2024;D;D;De 10h à 16h;17010
PRESLES-COURCELLES;87276501;SAM;2023-11-18;2023;H;H;Avant 6h;5
ORGERUS-BEHOUST;87393447;DIM;2023-11-19;2023;N;N;Après 20h;21
ROSNY-SOUS-BOIS;87113704;SAM;2022-03-19;2022;E;E;De 16h à 20h;1579
PARIS-GARE-DE-LYON;87686030;DIM;2023-11-19;2023;R;R;Après 20h;2473
PRESLES-COURCELLES;87276501;DIM;2023-11-19;2023;H;H;De 16h à 20h;65
ORLY-VILLE;87546200;SAM;2017-04-22;2017;C;C;De 10h à 16h;813
ROSNY-SOUS-BOIS;87113704;DIM;2022-03-20;2022;E;E;Après 20h;329
PARIS-GARE-DE-LYON;87686030;DIM;2024-03-03;2024;D;D;Après 20h;7169
PRESLES-COURCELLES;87276501;JOB;2023-11-14;2023;H;H;Après 20h;15
ORLY-VILLE;87546200;DIM;2017-04-23;2017;C;C;Après 20h;106
ROSNY-SOUS-BOIS;87113704;JOB;2022-03-22;2022;E;E;De 10h à 16h;2184
PARIS-GARE-DE-LYON;87686030;JOB;2024-05-03;2024;D;D;De 16h à 20h;47213
PRESLES-COURCELLES;87276501;JOB;2023-11-14;2023;H;H;De 10h à 16h;80
ORLY-VILLE;87546200;DIM;2017-04-23;2017;C;C;De 6h à 10h;237
ROUGEMONT-CHANTELOUP;87431791;SAM;2021-11-09;2021;T4;T4;De 16h à 20h;348
PARIS-GARE-DU-NORD;87271031;SAM;2019-03-16;2019;B;B;De 16h à 20h;34952
PRESLES-COURCELLES;87276501;JOB;2023-11-14;2023;H;H;De 16h à 20h;92
ORLY-VILLE;87546200;JOB;2017-04-25;2017;C;C;De 6h à 10h;1548
ROUGEMONT-CHANTELOUP;87431791;SAM;2021-09-18;2021;T4;T4;De 10h à 16h;81
PARIS-GARE-DU-NORD;87271031;SAM;2023-11-18;2023;H;H;De 16h à 20h;19087
PROVINS;87116160;SAM;2023-11-18;2023;P;P;De 10h à 16h;360
ORMOY-VILLERS;87271585;SAM;2023-11-18;2023;K;K;Après 20h;1
ROUGEMONT-CHANTELOUP;87431791;DIM;2021-12-09;2021;T4;T4;De 6h à 10h;223
PARIS-GARE-DU-NORD;87271031;SAM;2023-11-18;2023;K;K;De 10h à 16h;218
PROVINS;87116160;DIM;2023-11-19;2023;P;P;Après 20h;40
ORMOY-VILLERS;87271585;SAM;2023-11-18;2023;K;K;Avant 6h;0
ROUGEMONT-CHANTELOUP;87431791;JOB;2021-09-21;2021;T4;T4;De 6h à 10h;789
PARIS-GARE-DU-NORD;87271031;SAM;2023-11-18;2023;K;K;De 6h à 10h;77
PROVINS;87116160;JOB;2023-11-14;2023;P;P;De 16h à 20h;309
ORMOY-VILLERS;87271585;SAM;2023-11-18;2023;K;K;De 6h à 10h;3
RUNGIS-LA-FRATERNELLE;87546291;DIM;2017-04-23;2017;C;C;Après 20h;32
PARIS-GARE-DU-NORD;87271031;SAM;2024-02-03;2024;D;D;Après 20h;13063
PROVINS;87116160;JOB;2023-11-14;2023;P;P;De 6h à 10h;477
ORMOY-VILLERS;87271585;DIM;2023-11-19;2023;K;K;Après 20h;2
RUNGIS-LA-FRATERNELLE;87546291;DIM;2017-04-23;2017;C;C;De 10h à 16h;119
PARIS-GARE-DU-NORD;87271031;DIM;2023-11-19;2023;H;H;Avant 6h;217
PUTEAUX;87382382;SAM;2023-11-18;2023;L;L2;De 6h à 10h;357
ORMOY-VILLERS;87271585;DIM;2023-11-19;2023;K;K;De 16h à 20h;7
RUNGIS-LA-FRATERNELLE;87546291;JOB;2017-04-25;2017;C;C;Avant 6h;4
PARIS-GARE-DU-NORD;87271031;DIM;2024-03-03;2024;D;D;De 6h à 10h;5397
PUTEAUX;87382382;DIM;2023-11-19;2023;L;L2;Après 20h;222
ORRY-LA-VILLE-COYE;87276279;SAM;2024-02-03;2024;D;D;De 10h à 16h;132
RUNGIS-LA-FRATERNELLE;87546291;JOB;2017-04-25;2017;C;C;De 16h à 20h;838
PARIS-GARE-DU-NORD;87271031;JOB;2023-05-10;2023;B;B;Avant 6h;2534
RAMBOUILLET;87393314;DIM;2023-11-19;2023;N;N;Après 20h;79
ORRY-LA-VILLE-COYE;87276279;JOB;2024-05-03;2024;D;D;De 16h à 20h;175
SAINT-CHERON;87545509;DIM;2017-04-23;2017;C;C;Après 20h;21
PARIS-GARE-DU-NORD;87271031;JOB;2023-10-10;2023;B;B;De 16h à 20h;21603
RAMBOUILLET;87393314;DIM;2023-11-19;2023;N;N;De 6h à 10h;129
OSNY;87381145;SAM;2023-11-18;2023;J;J6;De 10h à 16h;173
SAINT-CHERON;87545509;DIM;2017-04-23;2017;C;C;De 16h à 20h;128
PARIS-GARE-DU-NORD;87271031;JOB;2023-11-14;2023;K;K;De 16h à 20h;4796
RAMBOUILLET;87393314;JOB;2023-11-14;2023;N;N;Après 20h;125
OSNY;87381145;JOB;2023-11-14;2023;J;J6;De 16h à 20h;138
SAINT-CHERON;87545509;JOB;2017-04-25;2017;C;C;Avant 6h;24
PARIS-GARE-DU-NORD;87271031;JOB;2024-05-03;2024;D;D;De 10h à 16h;19586
RAMBOUILLET;87393314;JOB;2023-11-14;2023;N;N;Avant 6h;50
OZOIR-LA-FERRIERE;87116020;SAM;2022-03-19;2022;E;E;Avant 6h;32
SAINT-CHERON;87545509;JOB;2017-04-25;2017;C;C;De 10h à 16h;366
PARIS-MONTPARNASSE;87391003;DIM;2023-11-19;2023;N;N;Avant 6h;90
RAMBOUILLET;87393314;JOB;2023-11-14;2023;N;N;De 6h à 10h;1329
OZOIR-LA-FERRIERE;87116020;SAM;2022-03-19;2022;E;E;De 6h à 10h;375
SAINT-CLOUD;87382358;SAM;2016-12-03;2016;U;U;Après 20h;118
PARIS-MONTPARNASSE;87391003;JOB;2023-11-14;2023;N;N;Après 20h;5710
REMISE-A-JORELLE;87988709;SAM;2021-09-18;2021;T4;T4;De 6h à 10h;103
OZOIR-LA-FERRIERE;87116020;JOB;2022-03-22;2022;E;E;De 16h à 20h;430
SAINT-CLOUD;87382358;SAM;2023-11-18;2023;L;L2;De 10h à 16h;2248
PARIS-MONTPARNASSE;87391003;JOB;2023-11-14;2023;N;N;Avant 6h;109
REMISE-A-JORELLE;87988709;JOB;2021-09-21;2021;T4;T4;Avant 6h;21
OZOIR-LA-FERRIERE;87116020;JOB;2022-03-22;2022;E;E;De 6h à 10h;1795
SAINT-CLOUD;87382358;JOB;2016-03-22;2016;U;U;De 16h à 20h;1804
PARIS-SAINT-LAZARE;87384008;SAM;2023-11-18;2023;J;J4;De 16h à 20h;7150
REMISE-A-JORELLE;87988709;JOB;2021-09-21;2021;T4;T4;De 16h à 20h;243
PANTIN;87113209;SAM;2022-03-19;2022;E;E;De 6h à 10h;1355
SAINT-CLOUD;87382358;JOB;2023-11-14;2023;L;L2;De 6h à 10h;3270
PARIS-SAINT-LAZARE;87384008;SAM;2023-11-18;2023;L;L2;De 16h à 20h;6390
REPUBLIQUE-MARX-DORMOY;87704254;DIM;2021-12-09;2021;T4;T4;De 16h à 20h;134
PARC-DES-EXPOSITIONS;87271486;SAM;2019-03-16;2019;B;B;Avant 6h;38
SAINT-CYR;87393223;SAM;2016-12-03;2016;U;U;Avant 6h;7
PARIS-SAINT-LAZARE;87384008;DIM;2021-05-12;2021;J;J5;Avant 6h;0
REPUBLIQUE-MARX-DORMOY;87704254;JOB;2021-09-21;2021;T4;T4;Après 20h;56
PARC-DES-EXPOSITIONS;87271486;JOB;2023-10-10;2023;B;B;De 10h à 16h;184
SAINT-CYR;87393223;SAM;2016-12-03;2016;U;U;De 16h à 20h;281
PARIS-SAINT-LAZARE;87384008;DIM;2023-11-19;2023;J;J4;Avant 6h;114
REPUBLIQUE-MARX-DORMOY;87704254;JOB;2021-09-21;2021;T4;T4;De 6h à 10h;247
PARIS-AUSTERLITZ;87547026;SAM;2017-04-22;2017;C;C;De 6h à 10h;1701
SAINT-CYR;87393223;SAM;2023-11-18;2023;N;N;De 16h à 20h;768
PARIS-SAINT-LAZARE;87384008;DIM;2023-11-19;2023;J;J4;De 10h à 16h;3755
RIS-ORANGIS;87681338;SAM;2024-02-03;2024;D;D;De 10h à 16h;481
PARIS-AUSTERLITZ;87547026;DIM;2017-04-23;2017;C;C;De 10h à 16h;4510
SAINT-CYR;87393223;DIM;2016-03-13;2016;U;U;De 16h à 20h;239
PARIS-SAINT-LAZARE;87384008;DIM;2023-11-19;2023;J;J4;De 6h à 10h;955
RIS-ORANGIS;87681338;DIM;2024-03-03;2024;D;D;Avant 6h;17
PARIS-AUSTERLITZ;87547026;JOB;2017-04-25;2017;C;C;Après 20h;3324
SAINT-CYR;87393223;DIM;2023-10-15;2023;T13;T13;Après 20h;84
PARIS-SAINT-LAZARE;87384008;DIM;2023-11-19;2023;L;L2;De 16h à 20h;4562
RIS-ORANGIS;87681338;JOB;2024-12-03;2024;D;D;Après 20h;21
PARIS-AUSTERLITZ;87547026;JOB;2017-04-25;2017;C;C;Avant 6h;108
SAINT-CYR;87393223;JOB;2016-03-17;2016;U;U;Après 20h;97
PARIS-SAINT-LAZARE;87384008;DIM;2023-11-19;2023;L;L3;De 6h à 10h;636
RIS-ORANGIS;87681338;JOB;2024-12-03;2024;D;D;De 10h à 16h;541
PARIS-EST;87113001;SAM;2023-09-16;2023;P;P;De 10h à 16h;1787
SAINT-CYR;87393223;JOB;2023-10-19;2023;T13;T13;Après 20h;161
PARIS-SAINT-LAZARE;87384008;JOB;2021-07-12;2021;J;J5;Après 20h;1605
ROISSY-EN-BRIE;87116038;SAM;2022-03-19;2022;E;E;Avant 6h;44
PARIS-EST;87113001;SAM;2023-11-18;2023;P;P;Après 20h;4490
SAINT-CYR;87393223;JOB;2023-11-14;2023;N;N;Avant 6h;64
PARIS-SAINT-LAZARE;87384008;JOB;2021-07-12;2021;J;J5;Avant 6h;0
ROISSY-EN-BRIE;87116038;SAM;2022-03-19;2022;E;E;De 16h à 20h;582
PARIS-EST;87113001;DIM;2023-09-17;2023;P;P;De 16h à 20h;1661
SAINT-DENIS;87271015;DIM;2024-03-03;2024;D;D;Après 20h;3243
PARIS-SAINT-LAZARE;87384008;JOB;2021-07-12;2021;J;J5;De 6h à 10h;1554
ROISSY-EN-BRIE;87116038;JOB;2022-03-22;2022;E;E;De 16h à 20h;855
PARIS-EST;87113001;JOB;2023-09-19;2023;P;P;Avant 6h;59
SAINT-DENIS;87271015;JOB;2023-11-14;2023;H;H;De 16h à 20h;6915
PARIS-SAINT-LAZARE;87384008;JOB;2023-11-14;2023;J;J6;Avant 6h;0
ROMAIN-ROLLAND;87704296;SAM;2021-11-09;2021;T4;T4;Après 20h;104
PARIS-GARE-DE-LYON;87686030;SAM;2023-11-18;2023;R;R;Après 20h;3692
SAINT-DENIS;87271015;JOB;2023-11-14;2023;H;H;De 6h à 10h;5507
PARIS-SAINT-LAZARE;87384008;JOB;2023-11-14;2023;L;L2;De 6h à 10h;9485
ROMAIN-ROLLAND;87704296;SAM;2021-11-09;2021;T4;T4;Avant 6h;5
PARIS-GARE-DE-LYON;87686030;SAM;2023-11-18;2023;R;R;De 16h à 20h;4183
SAINT-DENIS;87271015;JOB;2024-05-03;2024;D;D;De 16h à 20h;9274
PARIS-SAINT-LAZARE;87384008;JOB;2023-11-14;2023;L;L3;De 10h à 16h;4349
ROMAIN-ROLLAND;87704296;DIM;2021-12-09;2021;T4;T4;De 16h à 20h;323
PARIS-GARE-DE-LYON;87686030;JOB;2023-11-14;2023;R;R;De 6h à 10h;2367
SAINT-DENIS;87271015;JOB;2024-05-03;2024;D;D;De 6h à 10h;9012
PARIS-SAINT-LAZARE;87384008;JOB;2023-11-14;2023;L;L3;De 6h à 10h;5303
ROMAIN-ROLLAND;87704296;DIM;2021-12-09;2021;T4;T4;De 6h à 10h;166
PARIS-GARE-DE-LYON;87686030;JOB;2024-05-03;2024;D;D;Après 20h;8024
SAINTE-COLOMBE-SEPTVEILLES;87116178;SAM;2023-11-18;2023;P;P;Après 20h;3
PEREIRE-LEVALLOIS;87381012;SAM;2017-04-22;2017;C;C;Avant 6h;2
ROMAIN-ROLLAND;87704296;JOB;2021-09-21;2021;T4;T4;Après 20h;106
PARIS-GARE-DE-LYON;87686030;JOB;2024-05-03;2024;D;D;Avant 6h;829
SAINTE-COLOMBE-SEPTVEILLES;87116178;DIM;2023-11-19;2023;P;P;Après 20h;2
PEREIRE-LEVALLOIS;87381012;JOB;2017-04-25;2017;C;C;De 16h à 20h;3961
ROSA-PARKS;87654798;SAM;2022-03-19;2022;E;E;Après 20h;1301
PARIS-GARE-DU-NORD;87271031;SAM;2023-11-18;2023;H;H;De 6h à 10h;4680
SAINTE-COLOMBE-SEPTVEILLES;87116178;JOB;2023-11-14;2023;P;P;Avant 6h;22
PERSAN-BEAUMONT;87276469;SAM;2023-11-18;2023;H;H;De 16h à 20h;743
ROSNY-BOIS-PERRIER;87113696;SAM;2022-03-19;2022;E;E;De 10h à 16h;2754
PARIS-GARE-DU-NORD;87271031;SAM;2023-11-18;2023;K;K;De 16h à 20h;499
SAINTE-GENEVIEVE-DES-BOIS;87545210;SAM;2017-04-22;2017;C;C;Avant 6h;53
PERSAN-BEAUMONT;87276469;JOB;2023-11-14;2023;H;H;De 16h à 20h;1255
ROSNY-BOIS-PERRIER;87113696;DIM;2022-03-20;2022;E;E;De 6h à 10h;505
PARIS-GARE-DU-NORD;87271031;DIM;2023-11-19;2023;K;K;Après 20h;63
SAINTE-GENEVIEVE-DES-BOIS;87545210;SAM;2017-04-22;2017;C;C;De 6h à 10h;768
PETIT-JOUY-LES-LOGES;87393504;DIM;2017-04-23;2017;C;C;Après 20h;4
ROSNY-SOUS-BOIS;87113704;SAM;2022-03-19;2022;E;E;Après 20h;432
PARIS-GARE-DU-NORD;87271031;DIM;2023-11-19;2023;K;K;De 10h à 16h;110
SAINTE-GENEVIEVE-DES-BOIS;87545210;JOB;2017-04-25;2017;C;C;Après 20h;222
PETIT-JOUY-LES-LOGES;87393504;JOB;2017-04-25;2017;C;C;De 10h à 16h;59
ROSNY-SOUS-BOIS;87113704;DIM;2022-03-20;2022;E;E;Avant 6h;49
PARIS-GARE-DU-NORD;87271031;DIM;2023-11-19;2023;K;K;De 6h à 10h;38
SAINT-FARGEAU;87682542;SAM;2024-02-03;2024;D;D;Après 20h;3
PETIT-JOUY-LES-LOGES;87393504;JOB;2017-04-25;2017;C;C;De 6h à 10h;113
ROSNY-SOUS-BOIS;87113704;DIM;2022-03-20;2022;E;E;De 6h à 10h;495
PARIS-GARE-DU-NORD;87271031;JOB;2023-05-10;2023;B;B;De 10h à 16h;18552
SAINT-FARGEAU;87682542;SAM;2024-02-03;2024;D;D;De 6h à 10h;10
PETIT-VAUX;87393652;DIM;2017-04-23;2017;C;C;Après 20h;14
ROSNY-SOUS-BOIS;87113704;JOB;2022-03-22;2022;E;E;Avant 6h;393
PARIS-GARE-DU-NORD;87271031;JOB;2023-11-14;2023;K;K;De 10h à 16h;301
SAINT-GRATIEN;87276170;SAM;2017-04-22;2017;C;C;Avant 6h;50
PIERREFITTE-STAINS;87271163;SAM;2021-11-20;2021;T11;T11;De 10h à 16h;991
ROUGEMONT-CHANTELOUP;87431791;SAM;2021-11-09;2021;T4;T4;Avant 6h;17
PARIS-GARE-DU-NORD;87271031;JOB;2024-05-03;2024;D;D;De 16h à 20h;34742
SAINT-GRATIEN;87276170;SAM;2017-04-22;2017;C;C;De 10h à 16h;1147
PIERREFITTE-STAINS;87271163;SAM;2021-11-20;2021;T11;T11;De 6h à 10h;867
ROUGEMONT-CHANTELOUP;87431791;SAM;2021-09-18;2021;T4;T4;Avant 6h;16
PARIS-MONTPARNASSE;87391003;SAM;2023-11-18;2023;N;N;Après 20h;5444
SAINT-GRATIEN;87276170;DIM;2017-04-23;2017;C;C;Après 20h;185
PIERREFITTE-STAINS;87271163;SAM;2024-02-03;2024;D;D;Après 20h;814
ROUGEMONT-CHANTELOUP;87431791;SAM;2021-09-18;2021;T4;T4;De 6h à 10h;376
PARIS-MONTPARNASSE;87391003;SAM;2023-11-18;2023;N;N;De 6h à 10h;2666
SAINT-GRATIEN;87276170;DIM;2017-04-23;2017;C;C;De 6h à 10h;311
PIERREFITTE-STAINS;87271163;SAM;2024-02-03;2024;D;D;De 16h à 20h;2393
ROUGEMONT-CHANTELOUP;87431791;DIM;2021-12-09;2021;T4;T4;Après 20h;114
PARIS-MONTPARNASSE;87391003;JOB;2023-11-14;2023;N;N;De 6h à 10h;5304
SAINT-LEU-D'ESSERENT;87276402;DIM;2023-11-19;2023;H;H;Après 20h;3
PIERREFITTE-STAINS;87271163;DIM;2021-11-21;2021;T11;T11;Avant 6h;124
ROUGEMONT-CHANTELOUP;87431791;DIM;2021-12-09;2021;T4;T4;Avant 6h;16
PARIS-SAINT-LAZARE;87384008;SAM;2021-04-12;2021;J;J5;De 6h à 10h;734
SAINT-LEU-LA-FORET;87276600;SAM;2023-11-18;2023;H;H;Après 20h;156
PIERREFITTE-STAINS;87271163;DIM;2024-03-03;2024;D;D;De 6h à 10h;1237
RUNGIS-LA-FRATERNELLE;87546291;SAM;2017-04-22;2017;C;C;Après 20h;32
PARIS-SAINT-LAZARE;87384008;SAM;2023-11-18;2023;J;J4;De 10h à 16h;5093
SAINT-LEU-LA-FORET;87276600;DIM;2023-11-19;2023;H;H;Après 20h;88
PIERREFITTE-STAINS;87271163;JOB;2021-11-23;2021;T11;T11;De 10h à 16h;1095
RUNGIS-LA-FRATERNELLE;87546291;SAM;2017-04-22;2017;C;C;Avant 6h;2
PARIS-SAINT-LAZARE;87384008;SAM;2023-11-18;2023;J;J6;Après 20h;6642
SAINT-LEU-LA-FORET;87276600;JOB;2023-11-14;2023;H;H;De 6h à 10h;2133
PIERREFITTE-STAINS;87271163;JOB;2021-11-23;2021;T11;T11;De 6h à 10h;1955
RUNGIS-LA-FRATERNELLE;87546291;SAM;2017-04-22;2017;C;C;De 16h à 20h;170
PARIS-SAINT-LAZARE;87384008;SAM;2023-11-18;2023;J;J6;Avant 6h;83
SAINT-MAMMES;87682294;SAM;2023-11-18;2023;R;R;Après 20h;14
PIERREFITTE-STAINS;87271163;JOB;2024-05-03;2024;D;D;Avant 6h;584
RUNGIS-LA-FRATERNELLE;87546291;SAM;2017-04-22;2017;C;C;De 6h à 10h;55
PARIS-SAINT-LAZARE;87384008;SAM;2023-11-18;2023;J;J6;De 16h à 20h;10034
SAINT-MAMMES;87682294;DIM;2023-11-19;2023;R;R;Après 20h;18
PIERREFITTE-STAINS;87271163;JOB;2024-05-03;2024;D;D;De 16h à 20h;3947
RUNGIS-LA-FRATERNELLE;87546291;DIM;2017-04-23;2017;C;C;Avant 6h;1
PARIS-SAINT-LAZARE;87384008;SAM;2023-11-18;2023;J;J6;De 6h à 10h;2145
SAINT-MARTIN-D'ETAMPES;87545350;SAM;2017-04-22;2017;C;C;De 10h à 16h;200
PIERRELAYE;87276097;SAM;2017-04-22;2017;C;C;Après 20h;34
RUNGIS-LA-FRATERNELLE;87546291;JOB;2017-04-25;2017;C;C;Après 20h;51
PARIS-SAINT-LAZARE;87384008;SAM;2023-11-18;2023;L;L2;Avant 6h;88
SAINT-MARTIN-D'ETAMPES;87545350;DIM;2017-04-23;2017;C;C;Avant 6h;6
PIERRELAYE;87276097;SAM;2017-04-22;2017;C;C;De 16h à 20h;93
RUNGIS-LA-FRATERNELLE;87546291;JOB;2017-04-25;2017;C;C;De 10h à 16h;436
PARIS-SAINT-LAZARE;87384008;SAM;2023-11-18;2023;L;L3;De 16h à 20h;7271
SAINT-MARTIN-D'ETAMPES;87545350;DIM;2017-04-23;2017;C;C;De 6h à 10h;59
PIERRELAYE;87276097;DIM;2017-04-23;2017;C;C;Après 20h;19
SAINT-CHERON;87545509;SAM;2017-04-22;2017;C;C;De 16h à 20h;103
PARIS-SAINT-LAZARE;87384008;SAM;2023-11-18;2023;L;L3;De 6h à 10h;1263
SAINT-MARTIN-D'ETAMPES;87545350;JOB;2017-04-25;2017;C;C;De 10h à 16h;233
PIERRELAYE;87276097;DIM;2023-11-19;2023;H;H;De 6h à 10h;115
SAINT-CHERON;87545509;DIM;2017-04-23;2017;C;C;Avant 6h;7
PARIS-SAINT-LAZARE;87384008;DIM;2021-05-12;2021;J;J5;De 16h à 20h;2222
SAINT-MICHEL-NOTRE-DAME;87547315;SAM;2017-04-22;2017;C;C;Avant 6h;273
PIERRELAYE;87276097;JOB;2017-04-25;2017;C;C;De 10h à 16h;165
SAINT-CHERON;87545509;DIM;2017-04-23;2017;C;C;De 10h à 16h;103
PARIS-SAINT-LAZARE;87384008;DIM;2023-11-19;2023;J;J6;Après 20h;4257
SAINT-MICHEL-NOTRE-DAME;87547315;DIM;2017-04-23;2017;C;C;Avant 6h;89
PLAISIR-GRIGNON;87393421;SAM;2023-11-18;2023;N;N;Après 20h;325
SAINT-CHERON;87545509;DIM;2017-04-23;2017;C;C;De 6h à 10h;21
PARIS-SAINT-LAZARE;87384008;DIM;2023-11-19;2023;J;J6;De 10h à 16h;5314
SAINT-MICHEL-SUR-ORGE;87545202;SAM;2017-04-22;2017;C;C;De 10h à 16h;1340
PLAISIR-GRIGNON;87393421;JOB;2023-11-14;2023;N;N;De 6h à 10h;3699
SAINT-CHERON;87545509;JOB;2017-04-25;2017;C;C;De 16h à 20h;191
PARIS-SAINT-LAZARE;87384008;DIM;2023-11-19;2023;L;L3;Après 20h;2411
SAINT-MICHEL-SUR-ORGE;87545202;DIM;2017-04-23;2017;C;C;De 6h à 10h;335
PLAISIR-LES-CLAYES;87393629;SAM;2023-11-18;2023;N;N;Avant 6h;11
SAINT-CLOUD;87382358;SAM;2016-12-03;2016;U;U;De 16h à 20h;261
PARIS-SAINT-LAZARE;87384008;DIM;2023-11-19;2023;L;L3;Avant 6h;74
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY;87382481;SAM;2023-11-18;2023;L;L2;Après 20h;97
PLAISIR-LES-CLAYES;87393629;SAM;2023-11-18;2023;N;N;De 10h à 16h;656
SAINT-CLOUD;87382358;SAM;2023-11-18;2023;L;L2;Après 20h;691
PARIS-SAINT-LAZARE;87384008;JOB;2023-11-14;2023;J;J6;De 6h à 10h;4578
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY;87382481;JOB;2023-10-19;2023;T13;T13;De 10h à 16h;158
PLAISIR-LES-CLAYES;87393629;SAM;2023-11-18;2023;N;N;De 16h à 20h;956
SAINT-CLOUD;87382358;SAM;2023-11-18;2023;L;L2;De 16h à 20h;1748
PARIS-SAINT-LAZARE;87384008;JOB;2023-11-14;2023;L;L2;De 16h à 20h;12497
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY;87382481;JOB;2023-10-19;2023;T13;T13;De 6h à 10h;246
PLAISIR-LES-CLAYES;87393629;DIM;2023-11-19;2023;N;N;De 6h à 10h;60
SAINT-CLOUD;87382358;DIM;2016-03-13;2016;U;U;Après 20h;63
PEREIRE-LEVALLOIS;87381012;SAM;2017-04-22;2017;C;C;De 16h à 20h;953
SAINT-OUEN;87271247;DIM;2017-04-23;2017;C;C;Avant 6h;9
POISSY;87386573;SAM;2022-11-19;2022;A;A;De 10h à 16h;2978
SAINT-CLOUD;87382358;JOB;2016-03-17;2016;U;U;Après 20h;75
PEREIRE-LEVALLOIS;87381012;DIM;2017-04-23;2017;C;C;Avant 6h;5
SAINT-OUEN-L'AUMONE;87276105;DIM;2017-04-23;2017;C;C;Après 20h;56
POISSY;87386573;DIM;2021-05-12;2021;J;J5;De 16h à 20h;509
SAINT-CLOUD;87382358;JOB;2023-11-14;2023;L;L2;Avant 6h;30
PEREIRE-LEVALLOIS;87381012;JOB;2017-04-25;2017;C;C;Avant 6h;16
SAINT-OUEN-L'AUMONE;87276105;DIM;2017-04-23;2017;C;C;De 10h à 16h;254
POISSY;87386573;DIM;2022-11-20;2022;A;A;Après 20h;383
SAINT-CLOUD;87382358;JOB;2023-11-14;2023;L;L2;De 10h à 16h;2592
PEREIRE-LEVALLOIS;87381012;JOB;2017-04-25;2017;C;C;De 10h à 16h;1474
SAINT-OUEN-L'AUMONE;87276105;JOB;2017-04-25;2017;C;C;Après 20h;41
POISSY;87386573;DIM;2022-11-20;2022;A;A;Avant 6h;53
SAINT-CLOUD;87382358;JOB;2023-11-14;2023;L;L2;De 16h à 20h;4261
PERSAN-BEAUMONT;87276469;DIM;2023-11-19;2023;H;H;De 6h à 10h;426
SAINT-OUEN-L'AUMONE;87276105;JOB;2017-04-25;2017;C;C;De 10h à 16h;277
POISSY;87386573;JOB;2021-07-12;2021;J;J5;De 10h à 16h;1283
SAINT-CYR;87393223;SAM;2016-12-03;2016;U;U;De 10h à 16h;506
PETIT-JOUY-LES-LOGES;87393504;SAM;2017-04-22;2017;C;C;Avant 6h;0
SAINT-OUEN-L'AUMONE;87276105;JOB;2017-04-25;2017;C;C;De 16h à 20h;158
POISSY;87386573;JOB;2022-11-30;2022;A;A;Avant 6h;281
SAINT-CYR;87393223;SAM;2023-10-14;2023;T13;T13;Avant 6h;0
PETIT-JOUY-LES-LOGES;87393504;SAM;2017-04-22;2017;C;C;De 16h à 20h;24
SAINT-OUEN-L'AUMONE;87276105;JOB;2017-04-25;2017;C;C;De 6h à 10h;483
PONT-CARDINET;87381111;SAM;2023-11-18;2023;L;L2;De 6h à 10h;298
SAINT-CYR;87393223;SAM;2023-10-14;2023;T13;T13;De 16h à 20h;267
PETIT-JOUY-LES-LOGES;87393504;DIM;2017-04-23;2017;C;C;De 10h à 16h;31
